,id,user_id,song_position,score,description,creation_date,song_name,artist_name,genre,name,instrument_played,languages_preferences,live_concert_attendance
20,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,"['pop', 'uk dance', 'dance pop', 'uk funky', 'tropical house', 'pop dance', 'post-teen pop', 'edm']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
21,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,"I Donât Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,"['pop', 'post-teen pop', 'uk pop', 'dance pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
22,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Starboy,The Weeknd,"['canadian pop', 'canadian contemporary r&b', 'pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
23,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Starboy,The Weeknd,"['canadian pop', 'canadian contemporary r&b', 'pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
24,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Starboy,The Weeknd,"['canadian pop', 'canadian contemporary r&b', 'pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
25,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,"['pop', 'uk dance', 'dance pop', 'uk funky', 'tropical house', 'pop dance', 'post-teen pop', 'edm']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
26,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,"['pop', 'uk dance', 'dance pop', 'uk funky', 'tropical house', 'pop dance', 'post-teen pop', 'edm']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
27,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,"['pop', 'uk dance', 'dance pop', 'uk funky', 'tropical house', 'pop dance', 'post-teen pop', 'edm']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
28,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,"['pop', 'uk dance', 'dance pop', 'uk funky', 'tropical house', 'pop dance', 'post-teen pop', 'edm']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
29,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,"['pop', 'uk dance', 'dance pop', 'uk funky', 'tropical house', 'pop dance', 'post-teen pop', 'edm']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
30,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Despacito (Featuring Daddy Yankee),Luis Fonsi,"['puerto rican pop', 'latin', 'latin pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
31,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Castle on the Hill,Ed Sheeran,"['uk pop', 'pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
32,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Castle on the Hill,Ed Sheeran,"['uk pop', 'pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
33,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Castle on the Hill,Ed Sheeran,"['uk pop', 'pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
34,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,"['pop', 'uk dance', 'dance pop', 'uk funky', 'tropical house', 'pop dance', 'post-teen pop', 'edm']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
35,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Castle on the Hill,Ed Sheeran,"['uk pop', 'pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
36,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Castle on the Hill,Ed Sheeran,"['uk pop', 'pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
37,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Castle on the Hill,Ed Sheeran,"['uk pop', 'pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
38,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Castle on the Hill,Ed Sheeran,"['uk pop', 'pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
39,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,"['pop', 'uk dance', 'dance pop', 'uk funky', 'tropical house', 'pop dance', 'post-teen pop', 'edm']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
40,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,"['pop', 'uk dance', 'dance pop', 'uk funky', 'tropical house', 'pop dance', 'post-teen pop', 'edm']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
41,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,"['pop', 'uk dance', 'dance pop', 'uk funky', 'tropical house', 'pop dance', 'post-teen pop', 'edm']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
42,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Castle on the Hill,Ed Sheeran,"['uk pop', 'pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
43,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Castle on the Hill,Ed Sheeran,"['uk pop', 'pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
44,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Scared to Be Lonely,Martin Garrix,"['dutch edm', 'pop dance', 'edm', 'tropical house', 'pop', 'progressive house', 'dance pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
45,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Scared to Be Lonely,Martin Garrix,"['dutch edm', 'pop dance', 'edm', 'tropical house', 'pop', 'progressive house', 'dance pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
46,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Scared to Be Lonely,Martin Garrix,"['dutch edm', 'pop dance', 'edm', 'tropical house', 'pop', 'progressive house', 'dance pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
47,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,It Ain't Me (with Selena Gomez),Kygo,"['tropical house', 'pop dance', 'pop', 'edm']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
48,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,It Ain't Me (with Selena Gomez),Kygo,"['tropical house', 'pop dance', 'pop', 'edm']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
49,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Despacito (Featuring Daddy Yankee),Luis Fonsi,"['puerto rican pop', 'latin', 'latin pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
50,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Despacito (Featuring Daddy Yankee),Luis Fonsi,"['puerto rican pop', 'latin', 'latin pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
51,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Despacito (Featuring Daddy Yankee),Luis Fonsi,"['puerto rican pop', 'latin', 'latin pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
52,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Despacito (Featuring Daddy Yankee),Luis Fonsi,"['puerto rican pop', 'latin', 'latin pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
53,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Paris,The Chainsmokers,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
54,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Despacito (Featuring Daddy Yankee),Luis Fonsi,"['puerto rican pop', 'latin', 'latin pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
55,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Paris,The Chainsmokers,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
56,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Paris,The Chainsmokers,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
57,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Paris,The Chainsmokers,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
58,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Paris,The Chainsmokers,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
59,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Paris,The Chainsmokers,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
60,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,"I Donât Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,"['pop', 'post-teen pop', 'uk pop', 'dance pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
61,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Galway Girl,Ed Sheeran,"['uk pop', 'pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
62,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Something Just Like This,The Chainsmokers,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
63,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Something Just Like This,The Chainsmokers,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
64,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Something Just Like This,The Chainsmokers,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
65,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Something Just Like This,The Chainsmokers,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
66,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Castle on the Hill,Ed Sheeran,"['uk pop', 'pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
67,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Castle on the Hill,Ed Sheeran,"['uk pop', 'pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
68,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Despacito (Featuring Daddy Yankee),Luis Fonsi,"['puerto rican pop', 'latin', 'latin pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
69,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Castle on the Hill,Ed Sheeran,"['uk pop', 'pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
70,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Castle on the Hill,Ed Sheeran,"['uk pop', 'pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
71,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Castle on the Hill,Ed Sheeran,"['uk pop', 'pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
72,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,"I Donât Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,"['pop', 'post-teen pop', 'uk pop', 'dance pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
73,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Despacito (Featuring Daddy Yankee),Luis Fonsi,"['puerto rican pop', 'latin', 'latin pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
74,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Despacito (Featuring Daddy Yankee),Luis Fonsi,"['puerto rican pop', 'latin', 'latin pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
75,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Despacito (Featuring Daddy Yankee),Luis Fonsi,"['puerto rican pop', 'latin', 'latin pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
76,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Portland,Drake,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
77,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Free Smoke,Drake,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
78,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Something Just Like This,The Chainsmokers,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
79,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Galway Girl,Ed Sheeran,"['uk pop', 'pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
80,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Galway Girl,Ed Sheeran,"['uk pop', 'pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
81,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Galway Girl,Ed Sheeran,"['uk pop', 'pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
82,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Despacito (Featuring Daddy Yankee),Luis Fonsi,"['puerto rican pop', 'latin', 'latin pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
83,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Galway Girl,Ed Sheeran,"['uk pop', 'pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
84,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Galway Girl,Ed Sheeran,"['uk pop', 'pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
85,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Galway Girl,Ed Sheeran,"['uk pop', 'pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
86,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Stay (with Alessia Cara),Zedd,"['pop', 'dance pop', 'edm', 'pop dance', 'german techno', 'complextro', 'post-teen pop', 'tropical house', 'electro house', 'electropop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
87,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Stay (with Alessia Cara),Zedd,"['pop', 'dance pop', 'edm', 'pop dance', 'german techno', 'complextro', 'post-teen pop', 'tropical house', 'electro house', 'electropop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
88,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,That's What I Like,Bruno Mars,"['pop', 'post-teen pop', 'dance pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
89,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Despacito (Featuring Daddy Yankee),Luis Fonsi,"['puerto rican pop', 'latin', 'latin pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
90,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,That's What I Like,Bruno Mars,"['pop', 'post-teen pop', 'dance pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
91,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Something Just Like This,The Chainsmokers,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
92,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Something Just Like This,The Chainsmokers,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
93,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Something Just Like This,The Chainsmokers,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
94,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Something Just Like This,The Chainsmokers,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
95,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,HUMBLE.,Kendrick Lamar,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
96,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,HUMBLE.,Kendrick Lamar,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
97,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Mask Off,Future,"['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
98,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Mask Off,Future,"['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
99,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Mask Off,Future,"['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
100,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Passionfruit,Drake,"['toronto rap', 'canadian pop', 'canadian hip hop', 'rap', 'pop rap', 'hip hop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
101,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Mask Off,Future,"['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
102,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,ELEMENT.,Kendrick Lamar,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
103,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
104,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,It Ain't Me (with Selena Gomez),Kygo,"['tropical house', 'pop dance', 'pop', 'edm']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
105,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,It Ain't Me (with Selena Gomez),Kygo,"['tropical house', 'pop dance', 'pop', 'edm']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
106,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Something Just Like This,The Chainsmokers,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
107,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Something Just Like This,The Chainsmokers,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
108,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Something Just Like This,The Chainsmokers,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
109,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Something Just Like This,The Chainsmokers,"['pop', 'pop dance', 'tropical house', 'edm', 'electropop', 'dance pop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
110,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Mask Off,Future,"['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
111,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,Mask Off,Future,"['rap', 'atl hip hop', 'trap', 'pop rap', 'southern hip hop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
112,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,DNA.,Kendrick Lamar,"['rap', 'conscious hip hop', 'west coast rap', 'hip hop']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
113,101,5,5,3.3,"Lacks originality, but still enjoyable.",2024-07-16,It Ain't Me (with Selena Gomez),Kygo,"['tropical house', 'pop dance', 'pop', 'edm']",Anna Kelly,['Guitar'],"['German', 'Spanish']",4
